Loading corpus from disk /home/jjohn273/git/Hcpcs2Vec/data/corpus.npy
Loaded corpus with length 5766974 in 17.516632556915283
Epoch: 1 	 loss: 27029876.0 	 time: 232.76529598236084
Epoch: 2 	 loss: 16024896.0 	 time: 222.85132145881653
Epoch: 3 	 loss: 13118316.0 	 time: 222.12750053405762
Epoch: 4 	 loss: 11295208.0 	 time: 220.75873827934265
Epoch: 5 	 loss: 1969864.0 	 time: 219.97480058670044
Epoch: 6 	 loss: 1975168.0 	 time: 220.22172904014587
Epoch: 7 	 loss: 1984808.0 	 time: 220.1250925064087
Epoch: 8 	 loss: 1939112.0 	 time: 220.55834794044495
Epoch: 9 	 loss: 1910824.0 	 time: 219.78815937042236
Epoch: 10 	 loss: 1933720.0 	 time: 220.02723813056946
Epoch: 11 	 loss: 1947648.0 	 time: 220.0024688243866
Epoch: 12 	 loss: 1914688.0 	 time: 220.05077052116394
Epoch: 13 	 loss: 1969752.0 	 time: 219.92750000953674
Epoch: 14 	 loss: 1917176.0 	 time: 219.6781108379364
Epoch: 15 	 loss: 1908504.0 	 time: 219.85272884368896
Epoch: 16 	 loss: 1906384.0 	 time: 219.75138807296753
Epoch: 17 	 loss: 1913736.0 	 time: 219.70291209220886
Epoch: 18 	 loss: 1929952.0 	 time: 219.74830269813538
Epoch: 19 	 loss: 1909440.0 	 time: 219.4923551082611
Epoch: 20 	 loss: 1903712.0 	 time: 219.62387108802795
Epoch: 21 	 loss: 1877504.0 	 time: 219.4651219844818
Epoch: 22 	 loss: 1881720.0 	 time: 219.48938727378845
Epoch: 23 	 loss: 1899432.0 	 time: 219.47976088523865
Epoch: 24 	 loss: 1869232.0 	 time: 219.5667290687561
Epoch: 25 	 loss: 1886928.0 	 time: 219.396160364151
Epoch: 26 	 loss: 1881592.0 	 time: 219.52154636383057
Epoch: 27 	 loss: 1877416.0 	 time: 219.40448880195618
Epoch: 28 	 loss: 1847576.0 	 time: 219.8817048072815
Epoch: 29 	 loss: 1844520.0 	 time: 219.4691505432129
Epoch: 30 	 loss: 1837176.0 	 time: 219.8018057346344
Epoch: 31 	 loss: 1835352.0 	 time: 219.61350011825562
Epoch: 32 	 loss: 1841912.0 	 time: 219.6759171485901
Epoch: 33 	 loss: 1852048.0 	 time: 219.49868083000183
Epoch: 34 	 loss: 1855448.0 	 time: 219.4705011844635
